queried,exchange,preference,class,type
cityofwashburnwi.gov,cityofwashburnwi-gov.mail.protection.outlook.com.,0,IN,MX
cityofwasilla.gov,cityofwasilla-gov.mail.protection.outlook.com.,0,IN,MX
cityofwaterfordca.gov,cityofwaterfordca-gov.mail.protection.outlook.com.,0,IN,MX
cityofweatherbylake-mo.gov,cityofweatherbylakemo-gov04i.mail.eo.outlook.com.,10,IN,MX
cityofwestonlakes-tx.gov,cityofwestonlakestx-gov04c.mail.protection.outlook.com.,0,IN,MX
cityofweyauwega-wi.gov,d175554a.ess.barracudanetworks.com.,10,IN,MX
cityofweyauwega-wi.gov,d175554b.ess.barracudanetworks.com.,20,IN,MX
cityofwhitneytx.gov,cityofwhitneytx-gov.mail.protection.outlook.com.,0,IN,MX
cityofwinonamo.gov,alt1.aspmx.l.google.com.,5,IN,MX
cityofwinonamo.gov,aspmx.l.google.com.,1,IN,MX
cityofwinonamo.gov,alt2.aspmx.l.google.com.,5,IN,MX
cityofwinonamo.gov,alt2.aspmx.l.google.com.,10,IN,MX
cityofwinonamo.gov,alt4.aspmx.l.google.com.,10,IN,MX
cityofwinonamo.gov,alt3.aspmx.l.google.com.,10,IN,MX
cityofwoodburyga.gov,cityofwoodburyga-gov.mail.protection.outlook.com.,0,IN,MX
cityofwoodland.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
cityofwoodland.gov,us-smtp-inbound-2.mimecast.com.,20,IN,MX
cityofwoodward-ok.gov,cityofwoodwardok-gov03e.mail.protection.outlook.com.,0,IN,MX
cityofworlandwy.gov,alt2.aspmx.l.google.com.,5,IN,MX
cityofworlandwy.gov,cityofworlandwy.gov.,20,IN,MX
cityofworlandwy.gov,alt3.aspmx.l.google.com.,10,IN,MX
cityofworlandwy.gov,aspmx.l.google.com.,1,IN,MX
cityofworlandwy.gov,alt1.aspmx.l.google.com.,5,IN,MX
cityofworlandwy.gov,alt4.aspmx.l.google.com.,10,IN,MX
cityofworthingtonhillsky.gov,cityofworthingtonhillsky-gov.mail.protection.outlook.com.,0,IN,MX
cityofyukonok.gov,d195165a.ess.barracudanetworks.com.,5,IN,MX
cityofyukonok.gov,d195165b.ess.barracudanetworks.com.,10,IN,MX
clantonal.gov,clantonal-gov.mail.protection.outlook.com.,0,IN,MX
claremontca.gov,claremontca-gov.mail.protection.outlook.com.,0,IN,MX
clarendonvt.gov,clarendonvt.gov.,0,IN,MX
clarioniowa.gov,clarioniowa-gov.mail.protection.outlook.com.,0,IN,MX
clarionpolicepa.gov,east.smtp.mx.exch070.serverdata.net.,5,IN,MX
clarionpolicepa.gov,west.smtp.mx.exch070.serverdata.net.,5,IN,MX
clarksburgma.gov,clarksburgma-gov.mail.protection.outlook.com.,0,IN,MX
clarkssummitpa.gov,smtp.site2cloud.com.,0,IN,MX
clarkstonga.gov,mail.clarkstonga.gov.,10,IN,MX
clarkstown.gov,us-smtp-inbound-1.mimecast.com.,1,IN,MX
clarkstown.gov,us-smtp-journal-2.mimecast.com.,2,IN,MX
clarksvillear.gov,clarksvillear.gov.1.0001.arsmtp.com.,10,IN,MX
clarksvillear.gov,clarksvillear.gov.2.0001.arsmtp.com.,20,IN,MX
clarksvilletn.gov,mx1.1984.is.,10,IN,MX
clarksvilletn.gov,mx2.1984.is.,20,IN,MX
clarktwpmi.gov,clarktwpmi.gov.,0,IN,MX
claytonca.gov,claytonca-gov.mail.protection.outlook.com.,0,IN,MX
claytoncapolice.gov,mx0b-0008ae01.pphosted.com.,10,IN,MX
claytoncapolice.gov,mx0a-0008ae01.pphosted.com.,10,IN,MX
claytonmo.gov,claytonmo-gov.mail.protection.outlook.com.,10,IN,MX
claytonnc.gov,claytonnc-gov.mail.protection.outlook.com.,0,IN,MX
claytonwinnebagowi.gov,CLAYTONWINNEBAGOWI-GOV.mail.protection.outlook.com.,0,IN,MX
claytwp-hamin.gov,claytwphamin-gov01i.mail.protection.outlook.com.,0,IN,MX
claytwpmi.gov,claytwpmi-gov.mail.protection.outlook.com.,0,IN,MX
clearfieldpa.gov,d300143b.ess.barracudanetworks.com.,2,IN,MX
clearfieldpa.gov,d300143a.ess.barracudanetworks.com.,1,IN,MX
clearlakeshores-tx.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
clearlakeshores-tx.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
clearlake-wi.gov,clearlakewi-gov02c.mail.protection.outlook.com.,0,IN,MX
clearspringmd.gov,mx10.mailspamprotection.com.,10,IN,MX
clearspringmd.gov,mx20.mailspamprotection.com.,20,IN,MX
clearspringmd.gov,mx30.mailspamprotection.com.,30,IN,MX
cleelum.gov,cleelum-gov.mail.protection.outlook.com.,0,IN,MX
clendeninwv.gov,aspmx.l.google.com.,1,IN,MX
clendeninwv.gov,alt1.aspmx.l.google.com.,5,IN,MX
clendeninwv.gov,alt2.aspmx.l.google.com.,5,IN,MX
clendeninwv.gov,alt3.aspmx.l.google.com.,10,IN,MX
clendeninwv.gov,alt4.aspmx.l.google.com.,10,IN,MX
clevelandheights.gov,d271249a.ess.barracudanetworks.com.,40,IN,MX
clevelandheights.gov,d271249b.ess.barracudanetworks.com.,40,IN,MX
clevelandheights.gov,mx1.us.mailhop.org.,10,IN,MX
clevelandheights.gov,mx1.us.mailhop.us.,20,IN,MX
clevelandheights.gov,mx1.us.mailhop.co.,30,IN,MX
cleveland-oh.gov,cocmx2.cleveland-oh.gov.,20,IN,MX
cleveland-oh.gov,cocmx1.cleveland-oh.gov.,10,IN,MX
clevelandohio.gov,mx2.hc4219-99.iphmx.com.,20,IN,MX
clevelandohio.gov,mx1.hc4219-99.iphmx.com.,10,IN,MX
clevelandtn.gov,clevelandtn-gov.snwlhosted.com.,0,IN,MX
clevelandwi.gov,clevelandwi-gov.mail.protection.outlook.com.,0,IN,MX
clevermo.gov,clevermo-gov.mail.protection.outlook.com.,0,IN,MX
clewiston-fl.gov,mail.clewiston-fl.gov.,10,IN,MX
cliffsideparknj.gov,mx01.1and1.com.,10,IN,MX
cliffsideparknj.gov,mx00.1and1.com.,10,IN,MX
cliftonaz.gov,alt4.aspmx.l.google.com.,10,IN,MX
cliftonaz.gov,aspmx.l.google.com.,1,IN,MX
cliftonaz.gov,alt1.aspmx.l.google.com.,5,IN,MX
cliftonaz.gov,alt2.aspmx.l.google.com.,5,IN,MX
cliftonaz.gov,alt3.aspmx.l.google.com.,10,IN,MX
cliftonforgeva.gov,cliftonforgeva-gov.mail.protection.outlook.com.,0,IN,MX
cliftonheightspa.gov,d198601a.ess.barracudanetworks.com.,10,IN,MX
cliftonheightspa.gov,d198601b.ess.barracudanetworks.com.,20,IN,MX
cliftonva.gov,alt2.aspmx.l.google.com.,5,IN,MX
cliftonva.gov,alt3.aspmx.l.google.com.,10,IN,MX
cliftonva.gov,alt4.aspmx.l.google.com.,10,IN,MX
cliftonva.gov,alt1.aspmx.l.google.com.,5,IN,MX
cliftonva.gov,aspmx.l.google.com.,1,IN,MX
clintonma.gov,mx1.netsolmail.net.,10,IN,MX
clinton-me.gov,clintonme-gov01i.mail.protection.outlook.com.,0,IN,MX
clintonnj.gov,fallbackmx.spamexperts.eu.,20,IN,MX
clintonnj.gov,lastmx.spamexperts.net.,30,IN,MX
clintonnj.gov,mx.spamexperts.com.,10,IN,MX
clintonohfire.gov,imail.lek.net.,10,IN,MX
clintonoh.gov,imail.lek.net.,10,IN,MX
clintonok.gov,clintonok-gov.mail.protection.outlook.com.,10,IN,MX
clintontownship-mi.gov,d43801a.ess.barracudanetworks.com.,5,IN,MX
clintontownship-mi.gov,d43801b.ess.barracudanetworks.com.,5,IN,MX
clintontwpnj.gov,mx2.cloudaccess.net.,10,IN,MX
clintontwpnj.gov,mx1.cloudaccess.net.,5,IN,MX
clintonvillewi.gov,filter1.intsol.net.,1,IN,MX
cliomi.gov,mx4.mtaroutes.com.,40,IN,MX
cliomi.gov,mx1.mtaroutes.com.,10,IN,MX
cliomi.gov,mx2.mtaroutes.com.,20,IN,MX
cliomi.gov,mx3.mtaroutes.com.,30,IN,MX
cloquetmn.gov,mailfilter2.cwpowerit.com.,10,IN,MX
cloquetmn.gov,mailfilter1.cwpowerit.com.,10,IN,MX
clutetexas.gov,clutetexas-gov.mail.protection.outlook.com.,0,IN,MX
clyde-tx.gov,clyde--tx-gov.mx2.arsmtp.com.,20,IN,MX
clyde-tx.gov,clyde--tx-gov.mx1.arsmtp.com.,10,IN,MX
clyde-tx.gov,clydetx-gov01c.mail.protection.outlook.com.,5,IN,MX
clydewi.gov,mx-in-2.ohgnetworks.com.,10,IN,MX
clydewi.gov,mx-in.ohgnetworks.com.,15,IN,MX
cmsdca.gov,d115107b.ess.barracudanetworks.com.,10,IN,MX
cmsdca.gov,d115107a.ess.barracudanetworks.com.,0,IN,MX
coalcity-il.gov,coalcityil-gov02b.mail.protection.outlook.com.,327,IN,MX
coalcity-il.gov,coalcityil-gov02b.mail.protection.outlook.com.,0,IN,MX
coalrunky.gov,ALT2.ASPMX.L.GOOGLE.COM.,5,IN,MX
coalrunky.gov,ALT3.ASPMX.L.GOOGLE.COM.,10,IN,MX
coalrunky.gov,ALT1.ASPMX.L.GOOGLE.COM.,5,IN,MX
coalrunky.gov,ASPMX.L.GOOGLE.COM.,1,IN,MX
coalrunky.gov,ALT4.ASPMX.L.GOOGLE.COM.,10,IN,MX
cocoafl.gov,gw199.fortimail.com.,10,IN,MX
codywy.gov,alt3.aspmx.l.google.com.,10,IN,MX
codywy.gov,alt4.aspmx.l.google.com.,10,IN,MX
codywy.gov,alt1.aspmx.l.google.com.,5,IN,MX
codywy.gov,alt2.aspmx.l.google.com.,5,IN,MX
codywy.gov,aspmx.l.google.com.,1,IN,MX
coeburnva.gov,alt2.aspmx.l.google.com.,5,IN,MX
coeburnva.gov,aspmx.l.google.com.,1,IN,MX
coeburnva.gov,aspmx2.googlemail.com.,10,IN,MX
coeburnva.gov,aspmx3.googlemail.com.,10,IN,MX
coeburnva.gov,alt1.aspmx.l.google.com.,5,IN,MX
cohassetfirema.gov,d302021a.ess.barracudanetworks.com.,10,IN,MX
cohassetfirema.gov,d302021b.ess.barracudanetworks.com.,10,IN,MX
cohassetma.gov,d302018b.ess.barracudanetworks.com.,10,IN,MX
cohassetma.gov,d302018a.ess.barracudanetworks.com.,10,IN,MX
cohassetpolicema.gov,d302020a.ess.barracudanetworks.com.,10,IN,MX
cohassetpolicema.gov,d302020b.ess.barracudanetworks.com.,10,IN,MX
colburnadamswi.gov,colburnadamswi-gov.mail.protection.outlook.com.,0,IN,MX
colchesterct.gov,colchesterct-gov.mail.protection.outlook.com.,0,IN,MX
colchestervt.gov,d237785b.ess.barracudanetworks.com.,10,IN,MX
colchestervt.gov,d237785a.ess.barracudanetworks.com.,5,IN,MX
coldspringky.gov,nkol.net.mx1.fusemail.net.,10,IN,MX
coldspringky.gov,nkol.net.mx2.fusemail.net.,20,IN,MX
coldspringky.gov,nkol.net.mx3.fusemail.net.,30,IN,MX
coldspringny.gov,coldspringny-gov.mail.protection.outlook.com.,0,IN,MX
colfax-ca.gov,cloud11.spamtitan.com.,0,IN,MX
colfax-ca.gov,cloud12.spamtitan.com.,1,IN,MX
colfaxia.gov,colfaxia-gov.mail.protection.outlook.com.,0,IN,MX
collegedaletn.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
collegedaletn.gov,mx2-us1.ppe-hosted.com.,20,IN,MX
collegeparkga.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
collegeparkga.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
collegeparkmd.gov,mx2-us2.ppe-hosted.com.,10,IN,MX
collegeparkmd.gov,mx1-us2.ppe-hosted.com.,10,IN,MX
collegeville-pa.gov,mail.collegeville-pa.gov.,10,IN,MX
colliervilletn.gov,colliervilletn-gov.mail.protection.outlook.com.,0,IN,MX
colonialbeachva.gov,colonialbeachva-gov.mail.protection.outlook.com.,0,IN,MX
colonialheightsva.gov,colonialheightsva-gov.mail.protection.outlook.com.,0,IN,MX
coloradosprings.gov,coloradosprings-gov.mail.protection.outlook.com.,0,IN,MX
colquittga.gov,cloud12.spamtitan.com.,1,IN,MX
colquittga.gov,colquittga-gov.mail.protection.outlook.com.,20,IN,MX
colquittga.gov,cloud11.spamtitan.com.,0,IN,MX
colrain-ma.gov,d194701a.ess.barracudanetworks.com.,0,IN,MX
colrain-ma.gov,d194701b.ess.barracudanetworks.com.,10,IN,MX
coltonca.gov,coltonca-gov.mail.protection.outlook.com.,0,IN,MX
columbiaheightsmn.gov,mail.columbiaheightsmn.gov.,10,IN,MX
columbiail.gov,us-smtp-inbound-1.mimecast.com.,1,IN,MX
columbiail.gov,us-smtp-inbound-2.mimecast.com.,2,IN,MX
columbianaohio.gov,columbianaohio-gov.mail.protection.outlook.com.,10,IN,MX
columbiasc.gov,columbiasc-gov.mail.protection.outlook.com.,0,IN,MX
columbusga.gov,columbusga-gov.mail.protection.outlook.com.,0,IN,MX
columbus.gov,mailgwa01.columbus.gov.,10,IN,MX
columbus.gov,mailgwa02.columbus.gov.,10,IN,MX
columbusks.gov,columbusks-gov.mail.protection.outlook.com.,0,IN,MX
columbuswi.gov,columbuswi-gov.mail.protection.outlook.com.,0,IN,MX
colwichks.gov,colwichks-gov.mail.protection.outlook.com.,0,IN,MX
comanchetexas.gov,comanchetexas-gov.mail.protection.outlook.com.,0,IN,MX
commercega.gov,commercega-gov.mail.protection.outlook.com.,0,IN,MX
commercialpointohio.gov,commercialpointohio-gov.mail.protection.outlook.com.,0,IN,MX
como.gov,alt3.aspmx.l.google.com.,10,IN,MX
como.gov,alt4.aspmx.l.google.com.,10,IN,MX
como.gov,alt1.aspmx.l.google.com.,5,IN,MX
como.gov,alt2.aspmx.l.google.com.,5,IN,MX
como.gov,aspmx.l.google.com.,1,IN,MX
comstockmi.gov,comstockmi-gov.mail.protection.outlook.com.,0,IN,MX
concordma.gov,concordma-gov.mail.protection.outlook.com.,0,IN,MX
concordnc.gov,mxb-0022ba01.gslb.pphosted.com.,10,IN,MX
concordnc.gov,mxa-0022ba01.gslb.pphosted.com.,10,IN,MX
concordnh.gov,d43962a.ess.barracudanetworks.com.,5,IN,MX
concordnh.gov,d43962b.ess.barracudanetworks.com.,6,IN,MX
concretewa.gov,concretewa-gov.mail.protection.outlook.com.,0,IN,MX
conneautohio.gov,mail.conneautohio.gov.,10,IN,MX
connersvillein.gov,mx00.ionos.com.,10,IN,MX
connersvillein.gov,mx01.ionos.com.,10,IN,MX
conovernc.gov,conovernc-gov.mail.protection.outlook.com.,0,IN,MX
conshohockenpa.gov,conshohockenpa-gov.mail.protection.outlook.com.,0,IN,MX
constablevilleny.gov,constablevilleny-gov.mail.protection.outlook.com.,0,IN,MX
conwayarkansas.gov,conwayarkansas-gov.mail.protection.outlook.com.,0,IN,MX
conwayma.gov,mx2-us.mtaroutes.com.,20,IN,MX
conwayma.gov,mx1-us.mtaroutes.com.,10,IN,MX
conwayma.gov,mx4-us.mtaroutes.com.,40,IN,MX
conwayma.gov,mx3-us.mtaroutes.com.,30,IN,MX
conwaymi.gov,conwaymi-gov.mail.protection.outlook.com.,0,IN,MX
conwaypdnh.gov,alt3.aspmx.l.google.com.,10,IN,MX
conwaypdnh.gov,alt4.aspmx.l.google.com.,10,IN,MX
conwaypdnh.gov,alt1.aspmx.l.google.com.,5,IN,MX
conwaypdnh.gov,alt2.aspmx.l.google.com.,5,IN,MX
conwaypdnh.gov,aspmx.l.google.com.,1,IN,MX
conwaysc.gov,mail.cityofconway.com.,10,IN,MX
conyersga.gov,gw4204.fortimail.com.,10,IN,MX
cookeville-tn.gov,usb-smtp-inbound-2.mimecast.com.,10,IN,MX
cookeville-tn.gov,usb-smtp-inbound-1.mimecast.com.,10,IN,MX
coonrapidsmn.gov,mailf1.coonrapidsmn.gov.,20,IN,MX
coonrapidsmn.gov,mailf2.coonrapidsmn.gov.,40,IN,MX
coopercity.gov,coopercity-gov.mail.protection.outlook.com.,0,IN,MX
coosbayor.gov,coosbayor-gov.mail.protection.outlook.com.,0,IN,MX
coppelltx.gov,coppelltx-gov.mail.protection.outlook.com.,0,IN,MX
copperascovetx.gov,mail.copperascovetx.gov.,10,IN,MX
coralgables-fl.gov,mxa-006fa901.gslb.pphosted.com.,10,IN,MX
coralgables-fl.gov,mxb-006fa901.gslb.pphosted.com.,10,IN,MX
coralgablesfl.gov,mxb-006fa901.gslb.pphosted.com.,10,IN,MX
coralgablesfl.gov,mxa-006fa901.gslb.pphosted.com.,10,IN,MX
coralsprings.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
coralsprings.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
corbin-ky.gov,corbinky-gov01e.mail.protection.outlook.com.,0,IN,MX
corcoranmn.gov,d230108b.ess.barracudanetworks.com.,10,IN,MX
corcoranmn.gov,d230108a.ess.barracudanetworks.com.,0,IN,MX
corfuny.gov,alt3.aspmx.l.google.com.,10,IN,MX
corfuny.gov,alt4.aspmx.l.google.com.,10,IN,MX
corfuny.gov,alt1.aspmx.l.google.com.,5,IN,MX
corfuny.gov,alt2.aspmx.l.google.com.,5,IN,MX
corfuny.gov,aspmx.l.google.com.,1,IN,MX
cor.gov,cor-gov.mail.protection.outlook.com.,10,IN,MX
corneliusor.gov,corneliusor-gov.mail.protection.outlook.com.,50,IN,MX
corningar.gov,alt1.aspmx.l.google.com.,5,IN,MX
corningar.gov,alt3.aspmx.l.google.com.,10,IN,MX
corningar.gov,alt2.aspmx.l.google.com.,5,IN,MX
corningar.gov,aspmx.l.google.com.,1,IN,MX
corningar.gov,alt4.aspmx.l.google.com.,10,IN,MX
cornwallct.gov,cornwallct-gov.mail.protection.outlook.com.,0,IN,MX
cornwallny.gov,cornwallny-gov.mail.protection.outlook.com.,0,IN,MX
coronaca.gov,coronaca-gov.mail.protection.outlook.com.,0,IN,MX
coronadoca.gov,mxa-006a5501.gslb.pphosted.com.,10,IN,MX
coronadoca.gov,mxb-006a5501.gslb.pphosted.com.,10,IN,MX
corralesnm.gov,mx1.emailsrvr.com.,10,IN,MX
corralesnm.gov,mx2.emailsrvr.com.,20,IN,MX
corrypa.gov,mx2-us1.ppe-hosted.com.,10,IN,MX
corrypa.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
corsicanatx.gov,cloud8.spamtitan.com.,10,IN,MX
corsicanatx.gov,cloud7.spamtitan.com.,10,IN,MX
cortemadera.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
cortemadera.gov,mx2-us1.ppe-hosted.com.,15,IN,MX
cortemadera.gov,cortemadera-gov.mail.protection.outlook.com.,99,IN,MX
cortezco.gov,d260492b.ess.barracudanetworks.com.,20,IN,MX
cortezco.gov,cortezco-gov.mail.protection.outlook.com.,99,IN,MX
cortezco.gov,d260492a.ess.barracudanetworks.com.,10,IN,MX
corunna-mi.gov,mx4.mtaroutes.com.,40,IN,MX
corunna-mi.gov,mx1.mtaroutes.com.,10,IN,MX
corunna-mi.gov,mx2.mtaroutes.com.,20,IN,MX
corunna-mi.gov,mx3.mtaroutes.com.,30,IN,MX
corvallisoregon.gov,smtp.corvallisoregon.gov.,5,IN,MX
corydon-in.gov,corydonin-gov01i.mail.protection.outlook.com.,0,IN,MX
cosmopoliswa.gov,aspmx.l.google.com.,0,IN,MX
cosmopoliswa.gov,alt4.aspmx.l.google.com.,10,IN,MX
cosmopoliswa.gov,alt3.aspmx.l.google.com.,10,IN,MX
cosmopoliswa.gov,alt1.aspmx.l.google.com.,5,IN,MX
cosmopoliswa.gov,alt2.aspmx.l.google.com.,5,IN,MX
costamesaca.gov,d166456b.ess.barracudanetworks.com.,10,IN,MX
costamesaca.gov,d166456a.ess.barracudanetworks.com.,5,IN,MX
cottagecitymd.gov,d303920a.ess.barracudanetworks.com.,0,IN,MX
cottagecitymd.gov,d303920b.ess.barracudanetworks.com.,1,IN,MX
cottagegrovemn.gov,cottagegrovemn-gov.mail.protection.outlook.com.,0,IN,MX
cottagegroveor.gov,alt4.aspmx.l.google.com.,10,IN,MX
cottagegroveor.gov,aspmx.l.google.com.,1,IN,MX
cottagegroveor.gov,alt2.aspmx.l.google.com.,5,IN,MX
cottagegroveor.gov,alt1.aspmx.l.google.com.,5,IN,MX
cottagegroveor.gov,alt3.aspmx.l.google.com.,10,IN,MX
cottonwoodaz.gov,cottonwoodaz-gov.mail.protection.outlook.com.,0,IN,MX
councilbluffs-ia.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
councilbluffs-ia.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
courtlandtwpmi.gov,courtlandtwpmi-gov.mail.protection.outlook.com.,10,IN,MX
coventry-ct.gov,coventryct-gov02b.mail.protection.outlook.com.,10,IN,MX
coventryri.gov,d305242b.ess.barracudanetworks.com.,99,IN,MX
coventryri.gov,d305242a.ess.barracudanetworks.com.,98,IN,MX
covinaca.gov,d268444b.ess.barracudanetworks.com.,20,IN,MX
covinaca.gov,d268444a.ess.barracudanetworks.com.,10,IN,MX
covingtonky.gov,d294540a.ess.barracudanetworks.com.,10,IN,MX
covingtonky.gov,d294540b.ess.barracudanetworks.com.,20,IN,MX
covington-oh.gov,covingtonoh-gov02c.mail.protection.outlook.com.,0,IN,MX
covingtonwa.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
covingtonwa.gov,mx2-us1.ppe-hosted.com.,20,IN,MX
cranberryisles-me.gov,cranberryislesme-gov03e.mail.protection.outlook.com.,0,IN,MX
cranstonfireri.gov,cranstonfireri-gov.mail.protection.outlook.com.,0,IN,MX
cranstonri.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
cranstonri.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
crawfordsville-in.gov,d270259b.ess.barracudanetworks.com.,5,IN,MX
crawfordsville-in.gov,d270259a.ess.barracudanetworks.com.,5,IN,MX
crawfordtx.gov,crawfordtx-gov.mail.protection.outlook.com.,0,IN,MX
creditriver-mn.gov,creditrivermn-gov02i.mail.protection.outlook.com.,0,IN,MX
crestedbutte-co.gov,crestedbutteco-gov03b.mail.protection.outlook.com.,10,IN,MX
crestoniowa.gov,maila35.webcontrolcenter.com.,0,IN,MX
crestviewky.gov,alt2.aspmx.l.google.com.,5,IN,MX
crestviewky.gov,aspmx.l.google.com.,1,IN,MX
crestviewky.gov,alt3.aspmx.l.google.com.,10,IN,MX
crestviewky.gov,alt1.aspmx.l.google.com.,5,IN,MX
crestviewky.gov,alt4.aspmx.l.google.com.,10,IN,MX
crestwoodky.gov,crestwoodky-gov.mail.protection.outlook.com.,0,IN,MX
crevecoeurmo.gov,aspmx2.googlemail.com.,40,IN,MX
crevecoeurmo.gov,aspmx3.googlemail.com.,50,IN,MX
crevecoeurmo.gov,aspmx4.googlemail.com.,50,IN,MX
crevecoeurmo.gov,aspmx5.googlemail.com.,50,IN,MX
crevecoeurmo.gov,alt1.aspmx.l.google.com.,20,IN,MX
crevecoeurmo.gov,alt2.aspmx.l.google.com.,30,IN,MX
crevecoeurmo.gov,aspmx.l.google.com.,10,IN,MX
crivitz.gov,crivitz-gov.mail.protection.outlook.com.,0,IN,MX
crossplainstn.gov,mx30.antispam.mailspamprotection.com.,30,IN,MX
crossplainstn.gov,mx20.antispam.mailspamprotection.com.,20,IN,MX
crossplainstn.gov,mx10.antispam.mailspamprotection.com.,10,IN,MX
crossroadstx.gov,crossroadstx-gov.inbound.emailservice.co.,30,IN,MX
crossroadstx.gov,crossroadstx-gov.inbound.emailservice.io.,10,IN,MX
crossroadstx.gov,crossroadstx-gov.inbound.emailservice.cc.,20,IN,MX
crossvilletn.gov,mx1.emailsrvr.com.,10,IN,MX
crossvilletn.gov,mx2.emailsrvr.com.,20,IN,MX
crotononhudson-ny.gov,crotononhudsonny-gov03e.mail.protection.outlook.com.,10,IN,MX
crystalmn.gov,mailf1.crystalmn.gov.,20,IN,MX
crystalmn.gov,crystalmn-gov.mail.protection.outlook.com.,70,IN,MX
crystalmn.gov,mailf2.crystalmn.gov.,40,IN,MX
crystalspringsms.gov,ms64765388.msv1.invalid.,32767,IN,MX
crystalspringsms.gov,crystalspringsms-gov.mail.protection.outlook.com.,0,IN,MX
cstx.gov,d128002a.ess.barracudanetworks.com.,10,IN,MX
cstx.gov,d128002b.ess.barracudanetworks.com.,15,IN,MX
cstx.gov,cstx-gov.mail.protection.outlook.com.,20,IN,MX
cstx.gov,mail.cstx.gov.,30,IN,MX
cubaassessoril.gov,cubaassessoril-gov.mail.protection.outlook.com.,0,IN,MX
cubatwpil.gov,cubatwpil-gov.mail.protection.outlook.com.,0,IN,MX
cudahy-wi.gov,cudahywi-gov01e.mail.protection.outlook.com.,0,IN,MX
cullmanal.gov,cullmanal-gov.mail.protection.outlook.com.,0,IN,MX
culpeperva.gov,mail.culpeperva.gov.,5,IN,MX
culpeperva.gov,mail2.culpeperva.gov.,10,IN,MX
cumberlandmd.gov,alt1.aspmx.l.google.com.,5,IN,MX
cumberlandmd.gov,alt2.aspmx.l.google.com.,5,IN,MX
cumberlandmd.gov,aspmx.l.google.com.,1,IN,MX
cumberlandmd.gov,aspmx2.googlemail.com.,10,IN,MX
cumberlandmd.gov,aspmx3.googlemail.com.,10,IN,MX
cumberlandtwppa.gov,cumberlandtwppa-gov.mail.protection.outlook.com.,0,IN,MX
cummington-ma.gov,cummingtonma-gov02e.mail.protection.outlook.com.,0,IN,MX
cupertino.gov,cupertino-gov.mail.protection.outlook.com.,0,IN,MX
curtis-ne.gov,curtisne-gov01e.mail.protection.outlook.com.,0,IN,MX
cutlerbay-fl.gov,cutlerbayfl-gov02c.mail.protection.outlook.com.,0,IN,MX
cynthianaky.gov,mail.cynthianaky.gov.,0,IN,MX
daculaga.gov,spamfilter.mis-solutions.com.,10,IN,MX
daculaga.gov,daculaga-gov.mail.protection.outlook.com.,20,IN,MX
dadecityfl.gov,mail.dadecityfl.gov.,10,IN,MX
dahlonega.gov,dahlonega-gov.mail.protection.outlook.com.,0,IN,MX
dakotavalleyrecyclingmn.gov,mx10.antispam.mailspamprotection.com.,10,IN,MX
dakotavalleyrecyclingmn.gov,mx30.antispam.mailspamprotection.com.,30,IN,MX
dakotavalleyrecyclingmn.gov,mx20.antispam.mailspamprotection.com.,20,IN,MX
dalharttx.gov,d166299a.ess.barracudanetworks.com.,10,IN,MX
dalharttx.gov,d166299b.ess.barracudanetworks.com.,20,IN,MX
dallascityhall-tx.gov,dallascityhalltx-gov03e.mail.protection.outlook.com.,0,IN,MX
dallasfire.gov,mx1.hc3748-3.iphmx.com.,0,IN,MX
dallasfire.gov,mx2.hc3748-3.iphmx.com.,0,IN,MX
dallas-ga.gov,dallasga-gov01e.mail.protection.outlook.com.,0,IN,MX
dallasga.gov,mx-caprica.easydns.com.,0,IN,MX
dallas.gov,mx1.hc3748-3.iphmx.com.,0,IN,MX
dallas.gov,mx2.hc3748-3.iphmx.com.,0,IN,MX
dallasoregon.gov,alt1.aspmx.l.google.com.,5,IN,MX
dallasoregon.gov,alt4.aspmx.l.google.com.,10,IN,MX
dallasoregon.gov,alt3.aspmx.l.google.com.,10,IN,MX
dallasoregon.gov,alt2.aspmx.l.google.com.,5,IN,MX
dallasoregon.gov,aspmx.l.google.com.,1,IN,MX
dallasor.gov,aspmx.l.google.com.,1,IN,MX
dallasor.gov,alt4.aspmx.l.google.com.,10,IN,MX
dallasor.gov,alt2.aspmx.l.google.com.,5,IN,MX
dallasor.gov,alt3.aspmx.l.google.com.,10,IN,MX
dallasor.gov,alt1.aspmx.l.google.com.,5,IN,MX
dallaspolice.gov,mx2.hc3748-3.iphmx.com.,0,IN,MX
dallaspolice.gov,mx1.hc3748-3.iphmx.com.,0,IN,MX
